title,title_english,type,source,episodes,status
Urusei Yatsura Movie 2: Beautiful Dreamer,,Movie,Manga,1,Finished Airing
Kaette Kite yoo Toyama kara,,ONA,Original,4,Finished Airing
Digital Juice,,OVA,Unknown,6,Finished Airing
Show By Rock!!: Plasmagica na Gogo,,ONA,Game,3,Finished Airing
Kuragehime: Eiyuu Retsuden☆,Princess Jellyfish Specials,Special,Manga,4,Finished Airing
Hikaru Genji: Paradise Ginga,,Music,Music,1,Finished Airing
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,,OVA,Manga,1,Finished Airing
Tamayura: Sotsugyou Shashin Part 3 - Akogare,,Movie,Original,1,Finished Airing
Saimin Jutsu Zero Special,,Special,Visual novel,1,Finished Airing
Saint Seiya: Tenkai-hen Josou - Overture,Saint Seiya: The Heaven Chapter - Overture,Movie,Unknown,1,Finished Airing
One Piece Movie 1,,Movie,Manga,1,Finished Airing
Jungle Taitei Leo: Hon-o-ji,,Movie,Manga,1,Finished Airing
Minna no Doutoku,,OVA,Unknown,6,Finished Airing
Donguri to Yamaneko (1995),,OVA,Book,1,Finished Airing
Ergo Proxy,Ergo Proxy,TV,Original,23,Finished Airing
Doraemon Movie 13: Nobita to Kumo no Oukoku,Doraemon the Movie: Nobita and the Kingdom of Clouds,Movie,Unknown,1,Finished Airing
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,,Movie,Card game,1,Finished Airing
Windaria,Once Upon A Time,Movie,Original,1,Finished Airing
Kizuna Ichigeki,,Movie,Unknown,1,Finished Airing
xxxHOLiC Shunmuki,,OVA,Manga,2,Finished Airing
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,TV,Manga,12,Finished Airing
Choujuushin Gravion Zwei,Super Heavy God Gravion Zwei,TV,Original,12,Finished Airing
Mo Dao Zu Shi,,ONA,Novel,0,Not yet aired
Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,,OVA,Visual novel,1,Finished Airing
Inyouchuu The Animation,,OVA,Visual novel,2,Finished Airing
Hakimono to Kasa no Monogatari,,Music,Original,1,Finished Airing
Xingji Biaoche Wang,Galaxy Racers,TV,Original,52,Finished Airing
Berserk: Ougon Jidai-hen I - Haou no Tamago,Berserk: The Golden Age Arc I - The Egg of the King,Movie,Manga,1,Finished Airing
Dragon Ball Z Movie 14: Kami to Kami,Dragon Ball Z: Battle of Gods,Movie,Manga,1,Finished Airing
Wasure-boshi,,ONA,Unknown,1,Finished Airing
Shadow Skill: Eigi,,TV,Unknown,26,Finished Airing
Kiki to Lala no Papa to Mama ni Aitai,,OVA,Unknown,1,Finished Airing
Wanwan Sanjuushi,Dogtanian and the Three Muskehounds,TV,Unknown,26,Finished Airing
Taiheiyou ni Kakeru Niji,,OVA,Unknown,1,Finished Airing
Konchuu Monogatari Minashigo Hutch (1989),,TV,Unknown,55,Finished Airing
Guin Saga,,TV,Light novel,26,Finished Airing
Kuroshitsuji II,Black Butler II,TV,Manga,12,Finished Airing
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,,TV,Web manga,0,Currently Airing
E&#039;s Otherwise,E&#039;s Otherwise,TV,Manga,26,Finished Airing
Watashi ga Toriko ni Natte Yaru,,OVA,Manga,2,Finished Airing
Code Geass: Hangyaku no Lelouch I - Koudou,,Movie,Original,1,Finished Airing
Area 88,,OVA,Manga,3,Finished Airing
Natsumi Step!,,Music,Original,1,Finished Airing
Egomama,Egomama,Music,Unknown,1,Finished Airing
Sakura Internet,,ONA,Original,1,Finished Airing
Rakushou! Hyper Doll,,OVA,Manga,2,Finished Airing
Highschool of the Dead: Drifters of the Dead,,OVA,Manga,1,Finished Airing
Juuou Mujin no Fafnir,,TV,Light novel,12,Finished Airing
Ristorante Paradiso,,TV,Manga,11,Finished Airing
SOS TV Walpurgis Night Fever,,ONA,Original,11,Finished Airing
Dragon Quest: Dai no Daibouken (1991),Dragon Quest: Great Adventure of Dai,Movie,Game,1,Finished Airing
Smile Precure!,Glitter Force,TV,Original,48,Finished Airing
Katsugeki/Touken Ranbu,Katsugeki Touken Ranbu,TV,Card game,13,Finished Airing
Hunter x Hunter (2011),Hunter x Hunter,TV,Manga,148,Finished Airing
Lovedol: Lovely Idol OVA,Lovedol ~Lovely Idol~,OVA,Unknown,1,Finished Airing
Non Non Biyori Repeat,Non Non Biyori Repeat,TV,Manga,12,Finished Airing
Yagami-kun no Katei no Jijou,,OVA,Manga,3,Finished Airing
Natsume Yuujinchou Go,Natsume&#039;s Book of Friends Season 5,TV,Manga,11,Finished Airing
Slow Step,Slow Step,OVA,Manga,5,Finished Airing
Kijutsushi x Majutsushi: Osaka Tanteibu no Jikenbo,,OVA,Unknown,1,Finished Airing
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,,Special,Manga,1,Finished Airing
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,,OVA,Visual novel,2,Finished Airing
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope&#039;s Peak High School - Despair Arc,TV,Game,11,Finished Airing
Pulsar,Pulsar,Movie,Unknown,1,Finished Airing
Hikenai Guitar wo Hikundaze,,Music,Music,1,Finished Airing
Rozen Maiden,Rozen Maiden,TV,Manga,12,Finished Airing
Akuma to Himegimi,,Movie,Unknown,1,Finished Airing
Super Speed,,Music,Unknown,1,Finished Airing
Phantom: Requiem for the Phantom,Phantom: Requiem for the Phantom,TV,Visual novel,26,Finished Airing
Futari Ecchi,Step Up Love Story,OVA,Manga,4,Finished Airing
Kyoto Animation: Hana-hen,Flower,Special,Original,1,Finished Airing
Initial D Battle Stage,,OVA,Manga,1,Finished Airing
Cheburashka Arere?,,TV,Book,26,Finished Airing
Devil May Cry,Devil May Cry,TV,Game,12,Finished Airing
Ihatov Gensou: Kenji no Haru,Spring and Chaos,Movie,Unknown,1,Finished Airing
Manga Kotowaja Jiten,,TV,Unknown,88,Finished Airing
Chuumon no Ooi Ryouriten (1991),,Movie,Book,1,Finished Airing
Hyakka Ryouran: Samurai Girls,Samurai Girls,TV,Light novel,12,Finished Airing
Hanayamata,Hanayamata,TV,Manga,12,Finished Airing
3D Kanojo: Real Girl,,TV,Manga,12,Currently Airing
Harmony,Harmony,Movie,Novel,1,Finished Airing
Jungle wa Itsumo Hare nochi Guu Deluxe,Haré+Guu Deluxe,OVA,Manga,6,Finished Airing
Mai-HiME: Kuro no Mai/Saigo no Bansan,,Special,Original,1,Finished Airing
Sensou no Tsukurikata,What Happens Before War?,ONA,Picture book,1,Finished Airing
Injuu Daikessen,Mission of Darkness,OVA,Unknown,1,Finished Airing
Juusen Battle Monsuno,Monsuno: World Master,TV,Unknown,52,Finished Airing
Slow Start: Web Yokoku Movie,,ONA,4-koma manga,11,Finished Airing
Tibet Inu Monogatari,The Tibetan Dog,Movie,Unknown,1,Finished Airing
Charady no Joke na Mainichi,,TV,Original,365,Finished Airing
Still,Still,Music,Original,1,Finished Airing
Kikou Senki Dragonar,Metal Armor Dragonar,TV,Original,48,Finished Airing
Hetalia: The World Twinkle Specials,,Special,Manga,3,Finished Airing
Naki no Ryuu: Hiryuu no Shou (1991),,OVA,Manga,1,Finished Airing
W&#039;z,,TV,Original,0,Not yet aired
Soul Reviver,,Special,Unknown,1,Finished Airing
Kokekkou-san,Kokomom,TV,Picture book,26,Finished Airing
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,,OVA,Game,1,Finished Airing
Gin no Saji 2nd Season,Silver Spoon 2nd Season,TV,Manga,11,Finished Airing
Uma Musume: Pretty Derby (TV),,TV,Game,0,Currently Airing
Kokoro Toshokan: Communication Clips,,Special,Manga,1,Finished Airing
Kokoro Toshokan,,TV,Manga,13,Finished Airing
Soukyuu no Fafner: Right of Left - Single Program,,Special,Original,1,Finished Airing
Armageddon,Armageddon,Movie,Unknown,1,Finished Airing
The Perfect World,The Perfect World,Music,Original,1,Finished Airing
Idol Project,,OVA,Unknown,4,Finished Airing
New Initial D Movie: Legend 3 - Mugen,,Movie,Manga,1,Finished Airing
Seikai no Danshou: Tanjou,Crest of the Stars: Birth,Special,Light novel,1,Finished Airing
Shingeki no Kyojin Movie 3: Kakusei no Houkou,,Movie,Manga,1,Finished Airing
Ikoku na Retro,,OVA,Manga,1,Finished Airing
Detective Conan Movie 11: Jolly Roger in the Deep Azure,,Movie,Manga,1,Finished Airing
Hitoriga The Animation,,OVA,Manga,4,Finished Airing
Phantasm,,Movie,Unknown,1,Finished Airing
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?","Fireworks, Should We See It from the Side or the Bottom?",Movie,Other,1,Finished Airing
Jiaoao de Jiangjun,,Movie,Original,1,Finished Airing
Oi! Ryouma,Rainbow Samurai,TV,Manga,39,Finished Airing
An Ling Yu Shi Di Qi,Stitch & Ai,TV,Original,13,Finished Airing
Appare! Momotarou no Koutsuu Anzen,,OVA,Original,1,Finished Airing
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,Dokkoida?!,TV,Light novel,12,Finished Airing
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,,Special,Unknown,1,Finished Airing
Ore no Imouto ga Konnani Kawaii Wake ga Nai,OreImo,TV,Light novel,12,Finished Airing
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,,Movie,Original,1,Finished Airing
Houkago no Ouji-sama,,Special,Unknown,5,Finished Airing
Iruka to Shounen,,TV,Unknown,13,Finished Airing
Yamato Nadeshiko Shichihenge♥,The Seven Metamorphoses of Yamato Nadeshiko,TV,Manga,25,Finished Airing
Shirouto Kurabu,,OVA,Unknown,1,Finished Airing
Koala Boy Kokki,The Adventures of the Little Koala,TV,Original,26,Finished Airing
Shin Choujin Densetsu Urotsukidouji Mataiden,,OVA,Unknown,2,Finished Airing
Aa! Megami-sama!: Sorezore no Tsubasa,Ah! My Goddess: Flights of Fancy,TV,Manga,22,Finished Airing
Hakata Tonkotsu Ramens,Hakata Tonkotsu Ramens,TV,Novel,12,Finished Airing
Monster Farm: Enbanseki no Himitsu,Monster Rancher,TV,Game,48,Finished Airing
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,,TV,Visual novel,13,Finished Airing
Manga Revue Haru,"Animated Revue ""Spring""",Movie,Original,1,Finished Airing
Blame! Special,,Special,Manga,1,Finished Airing
Shounen Santa no Daibouken!,,TV,Novel,24,Finished Airing
Abarenbou Rikishi!! Matsutarou,Rowdy Sumo Wrestler Matsutaro!!,TV,Manga,23,Finished Airing
Shingeki no Kyojin Picture Drama,,Special,Manga,9,Finished Airing
Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Breathing of the Wind: Animation Correspondence,Movie,Original,1,Finished Airing
Usagi no Matthew,Matthew the Rabbit,TV,Manga,0,Currently Airing
Dokkiri Doctor,Startling Doctor,TV,Manga,26,Finished Airing
Kuchao,A Gum Boy,Movie,Unknown,1,Finished Airing
Katte ni Shirokuma,,OVA,Unknown,1,Finished Airing
Kizuna,,OVA,Manga,2,Finished Airing
Ma ga Ochiru Yoru,The Night When Evil Falls,OVA,Light novel,3,Finished Airing
Oshiri Kajiri Mushi (TV) 4th Season,Bottom Biting Bug 4,TV,Music,10,Finished Airing
Minami-ke Okaeri,,TV,Manga,13,Finished Airing
Itazura Tenshi Chippo-chan,,TV,Unknown,240,Finished Airing
Fate/Extra: Last Encore - Irusterias Tendouron,,Unknown,Game,0,Not yet aired
Usavich,Usavich,TV,Original,13,Finished Airing
Jikuu Tantei Genshi-kun,Flint the Time Detective,TV,Original,39,Finished Airing
Hyakka Ryouran: Samurai Bride Specials,,Special,Light novel,6,Finished Airing
Ryuu Seiki,Dragon Century,OVA,Unknown,2,Finished Airing
Toushin Toshi II,Tournament of the Gods: Title Match,OVA,Visual novel,3,Finished Airing
Pikotarou no Lullaby Lullaby,Pikotaro&#039;s Lullaby La La By (Web),ONA,Original,3,Finished Airing
Saru Masamune,The Monkey Sword Masamune,Movie,Original,1,Finished Airing
Jungle Taitei Movie (1997),Jungle Emperor Leo,Movie,Manga,1,Finished Airing
Omakase Scrappers,,TV,Unknown,39,Finished Airing
Rio: Rainbow Gate!,Rio - Rainbow Gate!: Reshuffle,TV,Other,13,Finished Airing
Romantica Clock,,Special,Manga,3,Finished Airing
Meiji x Kokosake & anohana Receipt Oubo Campaign,,Special,Original,2,Finished Airing
Urusei Yatsura Movie 6: Itsudatte My Darling,Urusei Yatsura Movie 6: Always My Darling,Movie,Manga,1,Finished Airing
Aru Hi Inu no Kuni kara Tegami ga Kite,,OVA,Manga,1,Finished Airing
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,,ONA,Visual novel,10,Finished Airing
JK to Ero Giin Sensei,,OVA,Visual novel,2,Finished Airing
Pikkoman no Kichikumichi: Mayonaka no Milk Party,Midnight Milk Party,OVA,Unknown,1,Finished Airing
Code Geass: Hangyaku no Lelouch R2 Picture Drama,Code Geass: Lelouch of the Rebellion R2 Picture Dramas,Special,Original,9,Finished Airing
Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,,Movie,Unknown,1,Finished Airing
Kaidan,Kaidan,Movie,Original,1,Finished Airing
Gregorio,,Music,Music,1,Finished Airing
Megami Tantei Vinus File,Detective Goddess,OVA,Manga,1,Finished Airing
Puyo Puyo: Madou Monogatari,,OVA,Game,1,Finished Airing
Meisou! Underworld,,ONA,Manga,1,Finished Airing
Azure Nihon Data Center,,ONA,Original,1,Finished Airing
Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,,Special,Unknown,1,Finished Airing
Alps no Shoujo Heidi: Alm no Yama-hen,,Movie,Unknown,1,Finished Airing
Kono Subarashii Sekai ni Shukufuku wo! OVA,,OVA,Light novel,1,Finished Airing
Qin Shi Ming Yue: Bai Bu Fei Jian,Qin&#039;s Moon: Hundred Steps Flying Sword,TV,Novel,10,Finished Airing
Sanrio Anime Sekai Meisaku Gekijou,Hello Kitty&#039;s Furry Tale Theater,TV,Unknown,13,Finished Airing
Tight-rope,Tight-rope,OVA,Manga,2,Finished Airing
Lao Fu Zi Shui Hu Chuan,,Movie,Unknown,1,Finished Airing
Di Gi Charat: Hoshi no Tabi,Di Gi Charat Movie: A Trip To The Planet,Movie,Unknown,1,Finished Airing
Soliton no Akuma,,Movie,Unknown,1,Finished Airing
Wagamama☆Fairy Mirumo de Pon!,Mirmo Zibang!,TV,Manga,172,Finished Airing
The Snack World,,Movie,Original,1,Finished Airing
Manichi ga Tsurai Kimochi Wakarimasu ka: Yurusenai! Net Ijime,,OVA,Original,1,Finished Airing
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,Original,25,Finished Airing
Nyuru Nyuru!! Kakusen-kun 2nd Season,,TV,Original,13,Finished Airing
Hi no Youjin,Combustible,Movie,Unknown,1,Finished Airing
Sister Princess: Re Pure,,TV,Light novel,13,Finished Airing
Kaijuu no Ballad,,Music,Music,1,Finished Airing
Ulysses 31 Pilot,,Special,Unknown,1,Finished Airing
Seishoujo Kantai Virgin Fleet,Virgin Fleet,OVA,Unknown,3,Finished Airing
Chicchana Yukitsukai Sugar,A Little Snow Fairy Sugar,TV,Original,24,Finished Airing
Mai-Otome Zwei,My-Otome Zwei,OVA,Original,4,Finished Airing
Master Keaton OVA,,OVA,Manga,15,Finished Airing
Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,,TV,Unknown,10,Finished Airing
Matsubara-kun: Mackie E no Ouen Message,,ONA,Original,1,Finished Airing
Hello Kitty no Nemureru Mori no Bijo,Hello Kitty in Sleeping Beauty,OVA,Unknown,1,Finished Airing
Layton Kyouju to Eien no Utahime,Professor Layton and the Eternal Diva,Movie,Game,1,Finished Airing
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,,OVA,Original,1,Finished Airing
Tobidase! Machine Hiryuu,,TV,Original,21,Finished Airing
Shounan Bakusouzoku,,OVA,Manga,12,Finished Airing
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,,Movie,Unknown,1,Finished Airing
Toki no Tabibito: Time Stranger,,Movie,Unknown,1,Finished Airing
.hack//Versus: The Thanatos Report,,Special,Unknown,1,Finished Airing
Brigadoon: Marin to Melan,Brigadoon,TV,Original,26,Finished Airing
Spocon!,,OVA,Visual novel,2,Finished Airing
Inazuma Eleven Go: TCG CM NG-shuu,,Special,Unknown,1,Finished Airing
Corpse Party: Missing Footage,,OVA,Visual novel,1,Finished Airing
One Piece 3D: Mugiwara Chase,,Movie,Manga,1,Finished Airing
Blossom,,Movie,Unknown,1,Finished Airing
Yasai no Yousei: N.Y.Salad,,TV,Unknown,26,Finished Airing
Kojin Toshi,Personal City,Movie,Unknown,1,Finished Airing
Kitakaze no Kureta Table-kake,,Movie,Other,1,Finished Airing
Daikyouryuu Jidai,,Movie,Unknown,1,Finished Airing
Ramayana: The Legend of Prince Rama,Ramayana: The Legend of Prince Rama,Movie,Unknown,1,Finished Airing
Himitsukessha Taka no Tsume NEO,,TV,Unknown,38,Finished Airing
Paboo & Mojies,Paboo & Mojies,TV,Original,52,Finished Airing
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Pokemon: Destiny Deoxys,Movie,Game,1,Finished Airing
gdgd Fairies 2,,TV,Original,12,Finished Airing
Around,,Movie,Original,1,Finished Airing
Hikari no Densetsu,,TV,Manga,19,Finished Airing
Tsuki to Azarashi,,OVA,Book,1,Finished Airing
Haiyore! Nyaruko-san F,,OVA,Light novel,1,Finished Airing
Kemeko Deluxe!,,TV,Manga,12,Finished Airing
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,,Movie,Original,1,Finished Airing
The Everlasting Guilty Crown,,Music,Unknown,1,Finished Airing
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,,Movie,Original,1,Finished Airing
Peeping Life: The Perfect Extension,,OVA,Unknown,10,Finished Airing
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Mushiking: The Guardians of the Forest,TV,Card game,52,Finished Airing
Yomigaeru Sora: Rescue Wings,,TV,Original,12,Finished Airing
Fr/day Night,,Music,Music,1,Finished Airing
Awate Tokoya,,Music,Music,1,Finished Airing
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",,Special,Original,1,Finished Airing
Shin Reyon Densetsu: Mou Hitori no Flair,,OVA,Unknown,1,Finished Airing
Karneval (TV),Karneval,TV,Manga,13,Finished Airing
Ojamajo Doremi Sharp Movie,,Movie,Unknown,1,Finished Airing
Military!,,TV,4-koma manga,12,Finished Airing
MTV Japan Station ID,,Special,Unknown,2,Finished Airing
Gakuen 3,,OVA,Visual novel,2,Finished Airing
Taka no Tsume 7: Joou Heika no Jobuubu,,Movie,Original,1,Finished Airing
Cardfight!! Vanguard: Link Joker-hen,Cardfight!! Vanguard Link Joker,TV,Original,59,Finished Airing
Nonki na Tou-san Ryuuguu Mairi,,Movie,Other,1,Finished Airing
Detective Conan Movie 02: The Fourteenth Target,Case Closed: The Fourteenth Target,Movie,Manga,1,Finished Airing
DRAMAtical Murder OVA: Data_xx_Transitory,,Special,Visual novel,1,Finished Airing
Tasogare Otome x Amnesia,Dusk Maiden of Amnesia,TV,Manga,12,Finished Airing
Yuuki Yuuna wa Yuushabu Shozoku 3,,Movie,Manga,1,Finished Airing
Teekyuu 9,Teekyu 9,TV,Manga,12,Finished Airing
Kiekaketa Monogataritachi no Tame ni,For Almost Forgotten Stories,Movie,Original,1,Finished Airing
Hidamari Sketch x 365 Recap,,Special,4-koma manga,1,Finished Airing
Gokusen,The Gokusen,TV,Manga,13,Finished Airing
Kemonozume,,TV,Original,13,Finished Airing
Ikoku Meiro no Croisée Picture Drama,La croisée dans un labyrinthe étranger Picture Drama,Special,Manga,6,Finished Airing
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,,Movie,Other,4,Finished Airing
Yasashii Kinyoubi,Sweet Friday,Movie,Original,1,Finished Airing
Ashita Genki ni Nare!: Hanbun no Satsumaimo,Tomorrow Will Become Better!: Half a Sweet Potato,Movie,Novel,1,Finished Airing
Ginga Tetsudou Monogatari: Eien e no Bunkiten,,TV,Original,24,Finished Airing
Bleach Movie 1: Memories of Nobody,Bleach the Movie: Memories of Nobody,Movie,Manga,1,Finished Airing
Oshare Kozou wa Hanamaru,The Fashion Boy is Cool,OVA,Unknown,1,Finished Airing
Soap no Moko-chan,My Fair Masseuse,OVA,Manga,1,Finished Airing
Shimanchu MiRiKa,,Special,Unknown,1,Finished Airing
Fuuka,Fuuka,TV,Manga,12,Finished Airing
Ame no Ten Ten,,Music,Original,1,Finished Airing
Level E,Level E,TV,Manga,13,Finished Airing
Highschool Aurabuster: Hikari no Mezame,,OVA,Unknown,3,Finished Airing
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,,OVA,Visual novel,2,Finished Airing
Baymax,,Music,Unknown,1,Finished Airing
Aoi Hitomi no Onnanoko no Ohanashi,,Special,Unknown,1,Finished Airing
Cynical Hysterie Hour: Trip Coaster,,Movie,Unknown,1,Finished Airing
Karo to Piyobupt: Sandwich,Karo & Piyobupt: The Sandwiches,Movie,Unknown,1,Finished Airing
Reiju Gakuen,Xtra Credit,OVA,Unknown,2,Finished Airing
Hi☆sCoool! SeHa Girls Special,,Special,Other,1,Finished Airing
Funassyi to Yukaina Kyoudai,,ONA,Unknown,4,Finished Airing
Baby Baachan,Baby Grandma,TV,Original,53,Finished Airing
Koikishi Purely☆Kiss The Animation: Special Edition,,Special,Visual novel,1,Finished Airing
K: Seven Stories Movie 1 - R:B - Blaze,,Movie,Original,1,Not yet aired
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,,Movie,Novel,1,Finished Airing
Mobile Suit Gundam Unicorn,Mobile Suit Gundam Unicorn,OVA,Novel,7,Finished Airing
Tsuma no Haha Sayuri,,OVA,Visual novel,2,Finished Airing
Ao Oni The Animation (Movie),Aooni the Movie,Movie,Game,1,Finished Airing
Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,Prince Mackaroo the Movie: The Promised Summer - Ojaru and Semira,Movie,Unknown,1,Finished Airing
Shunga,,Movie,Original,1,Finished Airing
Yami Shibai,Yamishibai: Japanese Ghost Stories,TV,Original,13,Finished Airing
Bloodivores,Bloodivores,TV,Web manga,12,Finished Airing
Hunter x Hunter: Greed Island Final,,OVA,Manga,14,Finished Airing
Kamisama no Inai Nichiyoubi,Sunday Without God,TV,Light novel,12,Finished Airing
Eureka Seven AO,,TV,Manga,24,Finished Airing
Mad★Bull 34,Mad Bull 34,OVA,Manga,4,Finished Airing
Daikuu Maryuu Gaiking,Dino Mech Gaiking,TV,Original,44,Finished Airing
Kikansha Yaemon,,Movie,Unknown,1,Finished Airing
Detective Conan Movie 07: Crossroad in the Ancient Capital,,Movie,Manga,1,Finished Airing
Daisougen to Hakuba,The Prince and the White Horse,OVA,Unknown,1,Finished Airing
Muteki Robo Trider G7,Invincible Robo Trider G7,TV,Original,50,Finished Airing
"""Parade"" de Satie","""Parade"" de Satie",Movie,Original,1,Finished Airing
Major S6,,TV,Manga,25,Finished Airing
Decadence: Remix,Decadence-Remix-,Music,Music,1,Finished Airing
